p n nt time
256 10001 100 0.285625
256 10001 100 0.285645
256 10001 100 0.285722
256 10001 100 0.285860
256 10001 100 0.285550
256 10001 100 0.285770
256 10001 100 0.285607
256 10001 100 0.285805
256 10001 100 0.285521
256 10001 100 0.285685
256 10001 100 0.285835
256 10001 100 0.285972
256 10001 100 0.285681
256 10001 100 0.285878
256 10001 100 0.285877
256 10001 100 0.285970
256 10001 100 0.286018
256 10001 100 0.286120
256 10001 100 0.286376
256 10001 100 0.286216
256 10001 100 0.286327
256 10001 100 0.286232
256 10001 100 0.286511
256 10001 100 0.286513
256 10001 100 0.287483
256 10001 100 0.287480
256 10001 100 0.288536
256 10001 100 0.288534
256 10001 100 0.290134
256 10001 100 0.290340
256 10001 100 0.290370
256 10001 100 0.290343
256 10001 100 0.290217
256 25001 100 1.721129
256 25001 100 1.720958
256 25001 100 1.721272
256 25001 100 1.721363
256 25001 100 1.721874
256 25001 100 1.721532
256 25001 100 1.721470
256 25001 100 1.721479
256 25001 100 1.721926
256 25001 100 1.722281
256 25001 100 1.722158
256 25001 100 1.721933
256 25001 100 1.722213
256 25001 100 1.722405
256 25001 100 1.722570
256 25001 100 1.722737
256 25001 100 1.722630
256 25001 100 1.722891
256 25001 100 1.723002
256 25001 100 1.722938
256 25001 100 1.723256
256 25001 100 1.722964
256 25001 100 1.722996
256 25001 100 1.722992
256 25001 100 1.723290
256 25001 100 1.723204
256 25001 100 1.723254
256 25001 100 1.723228
256 25001 100 1.723638
256 25001 100 1.723659
256 25001 100 1.723691
256 25001 100 1.723771
256 25001 100 1.723566
256 25001 100 1.723841
256 25001 100 1.723654
256 25001 100 1.723713
256 25001 100 1.723822
256 25001 100 1.723918
256 25001 100 1.724081
256 25001 100 1.724133
256 25001 100 1.724230
256 25001 100 1.724129
256 25001 100 1.724088
256 25001 100 1.724085
256 25001 100 1.724129
256 25001 100 1.724048
256 25001 100 1.724251
256 25001 100 1.724222
256 25001 100 1.724365
256 25001 100 1.724446
256 25001 100 1.724220
256 25001 100 1.724292
256 25001 100 1.724355
256 25001 100 1.724477
256 25001 100 1.724413
256 25001 100 1.724301
256 25001 100 1.724431
256 25001 100 1.724690
256 25001 100 1.724604
256 25001 100 1.724483
256 25001 100 1.724731
256 25001 100 1.724435
256 25001 100 1.724581
256 25001 100 1.724532
256 25001 100 1.724670
256 25001 100 1.724554
256 25001 100 1.724568
256 25001 100 1.724811
256 25001 100 1.724820
256 25001 100 1.725013
256 25001 100 1.724981
256 25001 100 1.725027
256 25001 100 1.724926
256 25001 100 1.725173
256 25001 100 1.725231
256 25001 100 1.725063
256 25001 100 1.724909
256 25001 100 1.725023
256 25001 100 1.724897
256 25001 100 1.725215
256 25001 100 1.725090
256 25001 100 1.724950
256 25001 100 1.724922
256 25001 100 1.725035
256 25001 100 1.724968
256 25001 100 1.725148
256 25001 100 1.725064
256 25001 100 1.725461
256 25001 100 1.725040
256 25001 100 1.725111
256 25001 100 1.725462
256 25001 100 1.725405
256 25001 100 1.725613
256 25001 100 1.725023
256 25001 100 1.725341
256 25001 100 1.725570
256 25001 100 1.725321
256 25001 100 1.725391
256 25001 100 1.725581
256 25001 100 1.725594
256 25001 100 1.725647
256 25001 100 1.725728
256 25001 100 1.725589
256 25001 100 1.725748
256 25001 100 1.725590
256 25001 100 1.725777
256 25001 100 1.725594
256 25001 100 1.725594
256 25001 100 1.725760
256 25001 100 1.725660
256 25001 100 1.725893
256 25001 100 1.725827
256 25001 100 1.726083
256 25001 100 1.725845
256 25001 100 1.725845
256 25001 100 1.726008
256 25001 100 1.726208
256 25001 100 1.726124
256 25001 100 1.726089
256 25001 100 1.726146
256 25001 100 1.726081
256 25001 100 1.726300
256 25001 100 1.726064
256 25001 100 1.726408
256 25001 100 1.726149
256 25001 100 1.726115
256 25001 100 1.726162
256 25001 100 1.725983
256 25001 100 1.726199
256 25001 100 1.726385
256 25001 100 1.726193
256 25001 100 1.726313
256 25001 100 1.726384
256 25001 100 1.726332
256 25001 100 1.726492
256 25001 100 1.726689
256 25001 100 1.726518
256 25001 100 1.726616
256 25001 100 1.726966
256 25001 100 1.726892
256 25001 100 1.726791
256 25001 100 1.726862
256 25001 100 1.726758
256 25001 100 1.726944
256 25001 100 1.727103
256 25001 100 1.727204
256 25001 100 1.727152
256 25001 100 1.726896
256 25001 100 1.727082
256 25001 100 1.727006
256 25001 100 1.727210
256 25001 100 1.727395
256 25001 100 1.727231
256 25001 100 1.727263
256 25001 100 1.727287
256 25001 100 1.727277
256 25001 100 1.727411
256 25001 100 1.727485
256 25001 100 1.727399
256 25001 100 1.727519
256 25001 100 1.727306
256 25001 100 1.727804
256 25001 100 1.727587
256 25001 100 1.727311
256 25001 100 1.727290
256 25001 100 1.727296
256 25001 100 1.727433
256 25001 100 1.727561
